,year,position,name,team,avg,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,ph_ba
991,2026,내야수,박한결,키움,0.118,1,0,0,5,0,0.118,0.167,0.285,0,0.000,0.000
992,2026,내야수,김영웅,삼성,0.111,0,0,0,11,0,0.148,0.111,0.259,1,0.125,0.000
993,2026,내야수,오선우,KIA,0.111,2,0,0,8,0,0.278,0.200,0.478,0,0.000,0.000
994,2026,내야수,이재현,삼성,0.105,5,0,1,3,0,0.158,0.320,0.478,0,0.000,0.000
995,2026,내야수,구본혁,LG,0.100,1,0,0,4,0,0.100,0.143,0.243,0,0.143,0.000
996,2026,내야수,서호철,NC,0.100,1,0,0,3,0,0.200,0.182,0.382,0,0.000,0.000
997,2026,내야수,오지환,LG,0.067,1,0,1,2,0,0.133,0.176,0.309,0,0.167,0.000
998,2026,내야수,이영빈,LG,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
999,2026,내야수,최유빈,한화,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1000,2026,내야수,황영묵,한화,0.000,2,0,0,0,0,0.000,0.500,0.500,0,0.000,0.000
1001,2026,내야수,정준재,SSG,0.000,2,0,0,2,0,0.000,0.154,0.154,0,0.000,0.000
1002,2026,내야수,심재훈,삼성,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1003,2026,내야수,양우현,삼성,-,1,0,0,0,0,-,1.000,1.000,0,0.000,0.000
1004,2026,내야수,이해승,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1005,2026,내야수,전병우,삼성,0.000,0,0,1,1,0,0.000,0.500,0.500,0,0.000,0.000
1006,2026,내야수,김한별,NC,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1007,2026,내야수,오영수,NC,0.000,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
1008,2026,내야수,허윤,NC,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1009,2026,내야수,김민성,롯데,0.000,2,0,0,0,0,0.000,0.400,0.400,0,0.000,0.000
1010,2026,내야수,이서준,롯데,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1011,2026,내야수,이호준,롯데,0.000,1,0,0,2,0,0.000,0.250,0.250,0,0.000,0.000
1012,2026,내야수,김규성,KIA,-,1,0,0,0,0,-,1.000,1.000,0,0.000,0.000
1013,2026,내야수,정현창,KIA,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1014,2026,내야수,오명진,두산,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1015,2026,내야수,이유찬,두산,0.000,1,0,0,2,0,0.000,0.200,0.200,0,0.000,0.000
1016,2026,외야수,신윤후,롯데,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1017,2026,외야수,장두성,롯데,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1018,2026,외야수,박재현,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1019,2026,외야수,이창진,KIA,0.000,0,0,0,1,1,0.000,0.000,0.000,0,0.000,0.000
1020,2026,외야수,박수종,키움,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1021,2026,외야수,박주홍,키움,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000
1022,2026,외야수,이형종,키움,0.000,3,0,1,3,0,0.000,0.364,0.364,0,0.000,0.000
1023,2026,외야수,이주형,키움,0.269,1,0,2,7,0,0.423,0.345,0.768,2,0.400,0.000
1024,2026,외야수,김성욱,SSG,0.250,3,0,0,2,0,0.250,0.455,0.705,0,0.000,0.000
1025,2026,외야수,최지훈,SSG,0.250,4,0,0,3,1,0.650,0.375,1.025,1,0.375,0.000
1026,2026,외야수,함수호,삼성,0.250,0,0,0,2,0,0.250,0.250,0.500,0,0.333,0.250
1027,2026,외야수,윤동희,롯데,0.250,1,0,0,5,1,0.542,0.280,0.822,2,0.000,0.000
1028,2026,외야수,김인태,두산,0.250,2,0,1,1,0,1.000,0.571,1.571,0,0.000,0.500
1029,2026,외야수,임지열,키움,0.250,1,0,0,2,0,0.250,0.333,0.583,0,0.000,0.000
1030,2026,외야수,전준우,롯데,0.238,2,0,0,2,0,0.429,0.292,0.721,2,0.200,0.000
1031,2026,외야수,레이예스,롯데,0.227,5,0,0,5,1,0.636,0.370,1.006,1,0.500,0.000
1032,2026,외야수,정수빈,두산,0.227,5,0,0,5,0,0.227,0.370,0.597,1,0.429,0.000
1033,2026,외야수,손호영,롯데,0.217,3,0,0,4,1,0.478,0.308,0.786,1,0.000,0.000
1034,2026,외야수,나성범,KIA,0.200,1,0,1,8,0,0.320,0.259,0.579,1,0.250,0.000
1035,2026,외야수,김지찬,삼성,0.188,7,1,1,2,0,0.375,0.458,0.833,0,0.500,0.000
1036,2026,외야수,홍창기,LG,0.174,5,0,0,6,0,0.261,0.321,0.582,0,0.250,0.000
1037,2026,외야수,박해민,LG,0.167,1,0,1,2,0,0.167,0.250,0.417,0,0.000,0.000
1038,2026,외야수,한유섬,SSG,0.167,3,0,0,2,1,0.167,0.333,0.500,0,0.000,0.000
1039,2026,외야수,김호령,KIA,0.167,3,0,0,5,0,0.250,0.259,0.509,1,0.100,0.000
1040,2026,외야수,추재현,키움,0.143,0,0,0,1,1,0.143,0.143,0.286,0,0.200,0.000
1041,2026,외야수,김재환,SSG,0.043,4,0,0,5,2,0.174,0.179,0.353,0,0.143,0.000
1042,2026,외야수,송찬의,LG,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1043,2026,외야수,이재원,LG,0.000,1,0,0,4,0,0.000,0.143,0.143,0,0.000,0.000
1044,2026,외야수,손아섭,한화,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1045,2026,외야수,임근우,SSG,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1046,2026,외야수,김헌곤,삼성,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1047,2026,외야수,홍현빈,삼성,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1048,2026,외야수,고준휘,NC,0.000,1,0,0,1,0,0.000,0.250,0.250,0,0.000,0.000
1049,2026,외야수,천재환,NC,0.000,3,0,0,1,0,0.000,0.273,0.273,0,0.000,0.000
1050,2026,외야수,배정대,KT,0.000,1,0,0,2,0,0.000,0.250,0.250,0,0.000,0.000
1051,2026,외야수,안치영,KT,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1052,2026,외야수,장진혁,KT,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1053,2026,외야수,신윤후,롯데,0.000,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1054,2026,외야수,장두성,롯데,0.000,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
1055,2026,외야수,박재현,KIA,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1056,2026,외야수,이창진,KIA,0.000,0,0,0,1,1,0.000,0.000,0.000,0,0.000,0.000
1057,2026,외야수,박수종,키움,-,0,0,0,0,0,-,-,-,0,0.000,0.000
1058,2026,외야수,박주홍,키움,0.000,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000
1059,2026,외야수,이형종,키움,0.000,3,0,1,3,0,0.000,0.364,0.364,0,0.000,0.000
